stock_name,industry,cap,market_cap,pe_ratio,pb_ratio,div_yield,book_value,eps,roe
Finkurve Financial Services,Consumer Finance,Small Cap,758.1,56.38,4.24,0.0,14.0975453,1.06,7.2082
Ceinsys Tech,IT Services,Small Cap,742.71,16.65,3.51,0.42,137.0108597,28.91,17.4882
Oriental Carbon & Chemicals,Chemicals,Small Cap,766.29,17.2,1.23,1.83,621.750122,44.6,7.9686
DMCC Speciality Chemicals,Chemicals,Small Cap,795.46,63.79,3.91,0.0,81.5257334,5.0,4.3798
Macpower CNC Machines,Machinery,Small Cap,950.4,52.17,9.08,0.16,104.6606212,18.21,14.0306
Visaka Industries,Building Materials,Small Cap,1261.08,310.53,1.66,1.37,87.9968131,0.47,2.205
Ruby Mills,Textiles,Small Cap,780.16,19.75,1.36,0.54,171.3051435,11.81,6.1441
Iris Clothings,Apparel & Luxury,Small Cap,655.01,59.93,10.27,0.0,7.8165421,1.34,15.3094
Tine Agro Ltd.,,Small Cap,762.82,130.93,13.97,0.0,21.7472074,2.32,-85.5088
Dhunseri Investments,Capital Markets,Small Cap,749.65,9.45,0.3,0.2,4040.1193437,130.11,5.6133
Black Rose Industries,Trading Companies,Small Cap,728.79,42.03,5.33,0.38,26.8290196,3.4,8.903
Khaitan Chemicals & Fertilizers,Chemicals,Small Cap,711.42,0.0,2.49,0.41,29.4511265,-2.42,2.0055
Plastiblends India,Chemicals,Small Cap,741.73,22.83,1.86,1.4,153.2038308,12.5,7.4945
Elin Electronics,Tech Hardware,Small Cap,760.28,63.79,1.53,0.65,100.1913864,2.4,2.7938
Kamat Hotels (India),Hotels & Leisure,Small Cap,743.04,2.37,4.8,0.0,62.824818,127.32,41.9886
Jindal Poly Investment & Finance Company,Capital Markets,Small Cap,831.81,2.34,0.34,0.0,2334.0086584,338.12,12.4058
Hindustan Media Ventures,Media,Small Cap,793.07,70.36,0.54,0.0,199.8141193,1.53,0.7765
Niyogin Fintech,Consumer Finance,Small Cap,730.16,0.0,2.58,0.0,29.9683731,-1.82,-6.8634
Music Broadcast,Media,Small Cap,805.45,258.89,1.53,0.0,15.2165461,0.09,0.88
Shankar Lal Rampal Dye-Chem,Trading Companies,Small Cap,730.5,124.13,7.73,0.04,14.7706481,0.92,5.0168
HT Media,Media,Small Cap,766.67,0.0,0.44,0.0,74.306861,-4.16,-4.2789
DP Wires,Metals & Mining,Small Cap,728.06,17.52,3.44,0.22,136.5358037,26.81,21.0467
Vinyl Chemicals India,Trading Companies,Small Cap,733.3,33.95,7.17,2.5,55.812342,11.78,21.5458
Munjal Showa,Auto Components,Small Cap,742.71,16.82,1.15,2.42,161.8988374,11.04,4.9625
Bhageria Industries,Chemicals,Small Cap,725.15,41.96,1.43,0.6,116.2747908,3.96,2.5121
Hubtown,,Small Cap,1135.11,140.28,0.87,0.0,170.3780744,1.06,1.3094
Jayant Agro-Organics,Chemicals,Small Cap,708.75,14.25,1.37,2.12,172.5068333,16.58,8.6522
Reliance Communications,Telecom Services,Small Cap,677.56,0.0,0.0,0.0,-281.8343953,-25.19,-0.2425
Wim Plast,Household Durables,Small Cap,714.68,13.57,1.55,1.43,384.0495161,43.87,10.7297
VL E-Governance & IT Solutions,,Small Cap,779.7,0.0,0.3,0.0,246.6152481,-0.94,-0.3328
Nicco Parks & Resorts,Hotels & Leisure,Small Cap,692.87,29.55,8.0,1.11,18.4968162,5.01,28.3511
RBZ Jewellers,Apparel & Luxury,Small Cap,720.0,30.56,3.52,0.0,51.142225,5.89,0.0
Andhra Petrochemicals,Chemicals,Small Cap,732.02,28.72,1.46,1.74,59.0953278,3.0,3.3131
Arrow Greentech,Packaging,Small Cap,625.92,19.49,5.63,0.24,73.6468681,21.28,27.7898
Pudumjee Paper Products,Paper & Wood Prods,Small Cap,721.9,10.1,1.71,0.0,44.507109,7.53,12.3994
Last Mile Enterprises,,Small Cap,717.35,83.66,29.71,0.04,18.3336826,6.51,-67.2633
Sika Interplant Systems,Aerospace & Defense,Small Cap,640.47,41.64,6.82,0.26,221.5653302,36.28,13.6824
Automotive Stampings & Assemblies,Auto Components,Small Cap,935.9,58.77,0.0,0.0,-12.3529634,10.04,-67.4975
SKM Egg Products Export India,Food Products,Small Cap,707.22,6.73,2.81,0.19,95.6057729,39.91,47.8846
Moneyboxx Finance,Consumer Finance,Small Cap,688.1,126.82,8.1,0.0,33.1752705,2.12,0.8523
Apollo Micro Systems,Aerospace & Defense,Small Cap,3389.72,133.39,7.25,0.02,16.5480738,0.9,5.685
Apex Frozen Foods,Food Products,Small Cap,700.94,64.09,1.4,1.11,160.623488,3.5,3.1313
Jindal Photo,Capital Markets,Small Cap,703.58,3.18,0.34,0.0,2019.3177388,215.7,8.3912
Orient Ceratech,Metals & Mining,Small Cap,686.25,33.35,2.52,0.44,22.7291991,1.72,6.6874
MMP Industries,Metals & Mining,Small Cap,726.9,25.48,2.69,0.35,106.3613074,11.23,9.579
TVS Electronics,Tech Hardware,Small Cap,609.87,503.08,6.11,0.61,53.559579,0.65,4.3448
Ratnaveer Precision Engineering,Metals & Mining,Small Cap,682.14,19.73,2.87,0.0,48.9743797,7.13,12.3303
Medico Remedies,Pharmaceuticals,Small Cap,679.8,97.52,14.28,0.0,5.7362865,0.84,16.3054
Pavna Industries,Auto Components,Small Cap,631.33,49.88,9.3,0.19,55.7170301,10.39,19.7871
Lokesh Machines,Machinery,Small Cap,655.53,54.11,4.01,0.0,88.4606718,6.55,5.8252
Artson Engineering,Construction,Small Cap,668.44,0.0,0.0,0.0,-0.2900054,-1.42,720.043
Oswal Agro Mills,,Small Cap,655.98,4887.0,1.08,0.0,45.13643,0.01,-0.0776
Kilitch Drugs (India),Pharmaceuticals,Small Cap,674.17,46.27,4.03,0.0,104.1026602,9.06,8.3816
Chembond Chemicals,Chemicals,Small Cap,688.89,14.38,2.01,0.59,254.8967155,35.62,12.4462
Vikas Ecotech,Chemicals,Small Cap,650.96,96.2,1.88,0.0,2.5599835,0.05,2.3061
BGR Energy Systems,Electrical Equip.,Small Cap,782.86,0.0,0.0,0.0,-14.7436253,-153.03,444.4591
Uni-Abex Alloy Products,Metals & Mining,Small Cap,593.98,15.39,5.99,0.67,502.2820253,195.42,35.4113
Sakuma Exports,Consumer Retail,Small Cap,688.2,28.49,1.53,0.17,19.2170719,1.03,5.4811
Equippp Social Impact Technologies,IT Services,Small Cap,295.47,0.0,48.14,0.0,0.5953353,-0.05,-5.2806
Sinclairs Hotels,Hotels & Leisure,Small Cap,668.43,19.04,5.13,0.61,25.4391143,6.85,13.3207
Medicamen Biotech,Pharmaceuticals,Small Cap,685.69,59.04,3.43,0.18,158.0094221,9.18,6.6761
Quint Digital,Media,Small Cap,650.49,10.04,3.18,0.0,43.4592326,13.76,-11.2851
Mold-Tek Technologies,Construction,Small Cap,664.49,21.07,6.06,1.28,38.6240263,11.11,30.7656
GRP,Auto Components,Small Cap,681.51,49.68,4.5,0.33,1139.7954887,103.14,8.8124
Sunshield Chemicals,Chemicals,Small Cap,633.17,39.09,8.75,0.23,98.3577721,22.03,16.6897
Intellivate Capital Ventures,Restaurants,Small Cap,638.97,93.4,21.52,0.0,2.3004839,0.53,20.338
Newtime Infrastructure,,Small Cap,777.12,0.0,10.31,0.0,4.4235086,-0.19,-4.1027
Chemfab Alkalis,Chemicals,Small Cap,621.28,17.17,1.66,0.29,262.6676433,25.43,11.7786
Iris Clothings,Apparel & Luxury,Small Cap,655.01,59.93,10.27,0.0,7.8165421,1.34,15.3094
Axita Cotton,Textiles,Small Cap,648.81,31.09,11.14,0.0,2.2322715,0.8,38.7123
Bajaj Steel Industries,Machinery,Small Cap,641.71,11.95,2.16,0.24,572.4176923,103.24,21.7717
International Conveyors,Machinery,Small Cap,590.44,9.2,2.33,1.21,39.9292983,10.13,20.362
RIR Power Electronics,Semiconductors,Small Cap,659.08,120.94,17.07,0.16,55.4645115,7.83,16.0972
Cybertech Systems & Software,IT Services,Small Cap,527.55,25.09,2.57,1.08,66.0870998,6.76,12.7688
Anjani Portland Cement,Building Materials,Small Cap,633.03,0.0,2.08,0.0,103.7471361,-17.51,-19.5373
Rane Brake Linings,Auto Components,Small Cap,626.85,16.98,2.44,3.08,331.7130014,47.75,14.0244
Khadim India,Specialty Retail,Small Cap,645.02,67.6,2.82,0.0,127.303577,5.31,5.4822
Mac Charles (India),Hotels & Leisure,Small Cap,628.8,0.0,2.88,0.0,166.7725191,-42.68,-18.4961
Prozone Realty,,Small Cap,612.38,50.8,1.17,0.0,34.2249279,0.79,4.216
Medico Remedies,Pharmaceuticals,Small Cap,679.8,97.52,14.28,0.0,5.7362865,0.84,16.3054
Mangalam Industrial Finance,Financial Services,Small Cap,630.7,0.0,8.15,0.0,0.7131155,-0.04,-16.2465
U. P. Hotels,Hotels & Leisure,Small Cap,740.39,27.04,5.92,0.0,231.4772222,50.71,19.337
Oricon Enterprises,Marine,Small Cap,646.41,33.74,0.7,1.21,58.7024741,1.22,0.6887
Empire Industries,Packaging,Small Cap,627.0,16.52,2.2,2.39,475.4093218,63.27,12.6011
MIRC Electronics,Household Durables,Small Cap,607.41,0.0,3.41,0.0,7.7160962,-0.8,-12.6417
GeeCee Ventures,,Small Cap,620.35,75.48,1.18,0.67,250.533052,3.93,0.1991
Mazda,Machinery,Small Cap,563.64,17.2,2.91,1.0,484.2029963,81.84,16.0494
Nupur Recyclers,Trading Companies,Small Cap,594.42,72.98,7.32,0.0,17.7486465,1.78,11.8804
3B Blackbio Dx,Chemicals,Small Cap,616.23,21.72,2.97,0.3,276.0916876,37.79,12.6601
Mufin Green Finance,Financial Services,Small Cap,3663.14,250.1,22.73,0.0,10.6716867,0.97,7.6965
Shreyas Shipping & Logistics,Marine,Small Cap,607.52,0.0,0.77,0.54,357.295082,-16.09,3.7152
Bharat Road Network,Transport Infra,Small Cap,641.55,0.0,2.74,0.0,27.9144491,-17.12,-111.3189
Balaxi Pharmaceuticals,Health Care,Small Cap,639.23,0.0,4.11,0.0,151.9730797,-5.1,18.6207
Ind-Swift Laboratories,Pharmaceuticals,Small Cap,627.21,14.52,1.15,0.0,92.4382612,7.31,5.032
Hindustan Composites,Auto Components,Small Cap,604.64,16.83,0.64,0.49,641.0484799,24.33,3.6873
Autoline Industries,Auto Components,Small Cap,592.63,165.33,7.48,0.0,20.3313222,0.92,11.2653
Mindteck (India),IT Services,Small Cap,606.0,23.09,2.99,0.42,80.057684,10.37,12.144
PTL Enterprises,Commercial Serv,Small Cap,609.46,29.7,1.38,3.8,33.2601736,1.55,2.8728
Singer India,Household Durables,Small Cap,603.98,246.75,4.35,0.0,22.6722859,0.4,1.5352
KSE,Food Products,Small Cap,562.26,0.0,2.76,1.14,636.93,-15.35,-3.905
Apollo Sindoori Hotels,Restaurants,Small Cap,557.82,48.99,4.37,0.07,491.138671,43.79,6.5359
MKVentures Capital,Capital Markets,Small Cap,589.12,28.72,7.11,0.0,215.5347461,53.37,29.8479
Prime Securities,Capital Markets,Small Cap,613.74,29.26,4.52,0.26,41.2171788,6.36,12.4374
Pyramid Technoplast,Packaging,Small Cap,638.95,21.08,3.07,0.0,56.5762217,8.24,15.1956
IM+ Capitals,Capital Markets,Small Cap,587.36,9.74,1.66,0.0,357.8429793,60.92,16.9829
Shree Pushkar Chemicals & Fertilisers,Chemicals,Small Cap,582.39,15.83,1.28,0.81,143.5283635,11.63,7.5503
Indo Borax and Chemicals,Chemicals,Small Cap,573.29,14.27,2.11,0.06,84.8313805,12.52,16.7701
Integra Essentia,Trading Companies,Small Cap,476.23,43.42,4.26,0.0,1.2229817,0.12,11.3607
Hazoor Multi Projects,,Small Cap,578.49,9.39,4.0,0.59,95.4032733,40.63,44.5754
Wardwizard Foods and Beverages,Food Products,Small Cap,586.67,0.0,8.19,0.0,2.8246452,-0.9,-21.0019
MK Proteins,Food Products,Small Cap,585.08,55.01,11.64,0.0,4.0177621,0.85,23.9213
Nikhil Adhesives,Chemicals,Small Cap,613.34,46.68,5.71,0.15,23.3690225,2.86,12.1564
Shri Jagdamba Polymers,Textiles,Small Cap,558.8,18.4,2.44,0.08,261.8346654,34.67,11.3776
WS Industries India,Machinery,Small Cap,792.62,26.51,10.29,0.0,16.3791085,6.36,17.4178
Mallcom (India),Commercial Serv,Small Cap,620.07,18.43,2.98,0.3,333.8432692,53.91,17.4815
Vintage Coffee and Beverages,Trading Companies,Small Cap,490.43,53.84,3.61,0.07,12.9642301,0.87,4.403
Gokul Refoils & Solvent,Food Products,Small Cap,519.33,87.43,1.59,0.0,32.9364816,0.6,7.6769
ASM Technologies,IT Services,Small Cap,815.62,0.0,11.03,0.88,67.3801046,-1.17,1.9029
Ritco Logistics,,Small Cap,597.84,19.81,3.64,0.0,67.0104497,12.33,17.016
Harita Seating Systems,Auto Components,,,,,,,,
UY Fincorp,Financial Services,Small Cap,576.61,9.44,1.87,0.0,16.2171507,3.21,18.9831
Race Eco Chain,Commercial Serv,Small Cap,585.89,278.55,26.91,0.0,13.2519078,1.28,9.2327
Sayaji Hotels,Hotels & Leisure,Small Cap,551.53,41.26,3.62,0.0,86.8821347,7.63,12.2945
Nahar Industrial Enterprises,Textiles,Small Cap,595.16,116.74,0.63,0.0,218.7535173,1.18,1.3355
CL Educate,Consumer Services,Small Cap,501.81,31.09,1.75,0.0,51.9150755,2.93,10.2147
Genus Paper & Boards,Paper & Wood Prods,Small Cap,587.79,207.82,1.25,0.0,18.2615723,0.11,-0.4179
Naperol Investments,Capital Markets,Small Cap,583.26,54.04,0.67,0.1,1505.4825126,18.78,1.1626
AK Capital Serv,Financial Services,Small Cap,724.88,23.12,1.52,1.09,722.2193939,47.5,6.5019
TPL Plastech,Packaging,Small Cap,579.33,32.86,4.88,0.81,15.2071331,2.26,14.1259
Deep Energy Resources,Energy,Small Cap,564.96,0.0,1.42,0.0,124.6499375,0.0,0.065
TechNVision Ventures,IT Services,Small Cap,582.31,75.94,0.0,0.0,-17.9988854,12.21,174.3749
Indo Borax and Chemicals,Chemicals,Small Cap,573.29,14.27,2.11,0.06,84.8313805,12.52,16.7701
Geekay Wires,Metals & Mining,Small Cap,587.66,14.29,6.2,0.48,18.1377535,7.87,41.3366
Kriti Nutrients,Food Products,Small Cap,575.69,13.65,3.75,0.22,30.6255433,8.42,23.2833
Vardhman Acrylics,Textiles,Small Cap,562.55,34.83,2.23,3.57,31.3566451,2.01,8.294
PVP Ventures,,Small Cap,586.95,0.0,3.8,0.0,5.9250998,-2.65,-32.849
Liberty Shoes,Apparel & Luxury,Small Cap,523.3,89.01,2.56,0.81,119.8119131,3.45,3.6991
Xtglobal Infotech,IT Services,Small Cap,547.96,40.4,3.37,0.0,12.2394628,1.02,7.9326
United Drilling Tools,Energy,Small Cap,562.3,61.68,2.26,0.65,122.3544719,4.49,3.532
B & B Triplewall Containers,Packaging,Small Cap,556.78,29.03,4.87,0.37,55.7272695,9.35,17.5086
Sarla Performance Fibers,Textiles,Small Cap,563.23,26.14,1.38,0.0,48.8678371,2.58,3.7134
Essar Shipping,"Oil, Gas & Fuels",Small Cap,544.97,1.76,0.0,0.0,-130.2108936,14.96,-2.4248
Kanoria Chemicals & Industries,Chemicals,Small Cap,544.5,0.0,0.89,0.0,140.7231121,-7.02,-3.8702
STEL Holdings,Capital Markets,Small Cap,560.17,43.23,0.49,0.0,616.2065005,7.02,1.1448
Global Education,Consumer Services,Small Cap,545.56,14.16,6.32,0.93,42.4051354,18.92,44.6108
Advani Hotels & Resorts (India),Hotels & Leisure,Small Cap,730.73,28.9,11.93,2.15,13.2467857,5.47,40.4061
Bharat Agri Fert & Realty,Chemicals,Small Cap,477.12,0.0,9.31,0.0,9.6975129,-1.56,-15.6521
20 Microns,Chemicals,Small Cap,544.47,10.53,1.69,0.49,91.1332756,14.66,14.8104
Donear Industries,Textiles,Small Cap,548.6,20.06,3.02,0.19,34.9209231,5.26,17.5137
Aarti Surfactants,Chemicals,Small Cap,518.36,24.25,2.92,0.0,234.3697225,28.18,10.4838
Veljan Denison,Machinery,Small Cap,542.77,29.65,2.82,0.54,856.8,81.36,8.5846
Shyam Century Ferrous,Metals & Mining,Small Cap,504.12,51.65,3.12,1.26,7.6240053,0.46,8.8507
Sakthi Finance,Consumer Finance,Small Cap,532.85,35.65,2.54,0.85,32.4646347,2.31,6.5748
Kings Infra Ventures,,Small Cap,489.76,62.37,12.16,0.0,17.1299854,3.34,19.4726
TRF,Machinery,Small Cap,470.69,13.21,9.63,0.0,44.4358182,32.4,88.7441
Zim Laboratories,Pharmaceuticals,Small Cap,551.33,33.58,2.44,0.0,46.3795667,3.37,8.0593
ShreeOswal Seeds & Chemicals,Food Products,Small Cap,409.33,0.0,8.7,0.0,5.1422324,-0.1,8.7125
AVG Logistics,,Small Cap,527.53,14.25,5.16,0.22,86.8096972,31.44,32.8359
Muthoot Capital Services,Consumer Finance,Small Cap,521.96,3.81,0.88,0.0,358.9764088,83.25,16.4524
Parsvnath Developers,,Small Cap,657.12,0.0,0.0,0.0,-31.5501108,-16.25,55.756
Nahar Poly Films,Chemicals,Small Cap,480.94,54.94,0.6,0.78,326.4655073,3.56,1.9186
Dewan Housing Finance Corporation,Mortgage Finance,,,,,,,,
Raghuvir Synthetics,Textiles,Small Cap,524.48,140.99,24.51,0.0,5.5225806,0.96,-10.022
Stovec Industries,Machinery,Small Cap,522.5,78.05,3.1,1.88,805.1961722,32.03,4.1632
High Energy Batteries (India),Aerospace & Defense,Small Cap,536.8,27.63,6.7,0.58,89.3771732,21.67,29.201
Windsor Machines,Machinery,Small Cap,518.68,57.47,1.9,1.25,42.0879846,1.39,2.5553
Banswara Syntex,Textiles,Small Cap,519.99,9.3,1.0,1.98,151.4379732,16.33,14.895
Modern Insulators,Electrical Equip.,Small Cap,505.38,15.58,1.27,0.0,84.5879531,6.88,8.115
Binny,,Small Cap,412.36,6.95,1.02,0.0,180.3362007,26.6,13.9545
Aban Offshore,Energy,Small Cap,465.7,0.0,0.0,0.0,-3952.4330115,-232.73,5.7176
Frontier Springs,Machinery,Small Cap,538.74,53.31,6.69,0.07,204.2472081,25.65,10.4226
Nahar Capital & Financial Services,Capital Markets,Small Cap,514.76,27.73,0.33,0.49,924.9671446,11.09,1.5276
BPL,Household Durables,Small Cap,527.96,34.55,2.13,0.0,50.6810505,3.12,5.8336
UFO Moviez India,Entertainment,Small Cap,593.1,46.45,1.96,0.0,78.4658993,3.31,1.914
Orient Bell,Building Products,Small Cap,514.83,217.64,1.66,0.28,213.3339912,1.63,2.8614
Kothari Sugars & Chemicals,Food Products,Small Cap,512.67,10.78,1.85,1.62,33.3546749,5.74,14.275
Mafatlal Industries,Textiles,Small Cap,1050.02,13.6,1.46,0.0,100.4407212,10.8,8.5039
Ador Fontech,Machinery,Small Cap,502.6,22.76,4.18,3.48,34.3657143,6.31,18.5234
Starlineps Enterprises,Distributors,Small Cap,504.49,233.4,19.39,0.0,6.0191302,0.5,7.1808
MBL Infrastructure,Construction,Small Cap,548.08,0.0,0.71,0.0,73.2439863,-3.16,-4.5304
International Travel House,Hotels & Leisure,Small Cap,498.98,15.6,3.79,0.56,164.616771,40.03,23.8942
Fermenta Biotech,Pharmaceuticals,Small Cap,527.99,0.0,1.84,0.68,97.4628861,-7.13,-12.7382
Trigyn Technologies,IT Services,Small Cap,403.14,113.87,0.57,0.0,230.7811761,1.15,5.7546
Bharat Seats,Auto Components,Small Cap,522.81,21.48,3.41,0.84,48.8806688,7.75,15.3643
Exxaro Tiles,Building Products,Small Cap,493.49,229.79,1.8,0.0,61.3365684,0.48,2.1677
Titan Biotech,Chemicals,Small Cap,490.82,19.79,4.05,0.3,146.5888161,30.02,17.249
Orbit Exports,Textiles,Small Cap,514.66,15.32,2.13,0.0,89.3020805,12.43,14.5889
Shivam Autotech,Auto Components,Small Cap,495.61,0.0,6.28,0.0,6.4541573,-4.37,-63.5807
Wealth First Portfolio Managers,,Small Cap,491.2,16.32,5.27,0.65,87.4763961,28.24,25.8402
Synergy Green Industries,Machinery,Small Cap,509.25,43.37,12.45,0.0,28.9491861,8.31,20.5412
Indo National,Electrical Equip.,Small Cap,481.39,104.37,2.09,0.78,307.4242667,6.15,0.0232
Galaxy Bearings,Machinery,Small Cap,481.99,25.87,5.87,0.0,258.145283,58.59,22.09
Swiss Military Consumer Goods,Capital Markets,Small Cap,582.31,77.95,8.72,0.54,3.398705,0.38,9.9273
NDR Auto Components,Auto Components,Small Cap,925.01,24.95,3.96,0.32,196.3913112,31.17,14.6455
Amal,Chemicals,Small Cap,486.97,0.0,7.22,0.0,54.5659681,-2.12,-13.7219
Venus Remedies,Pharmaceuticals,Small Cap,488.7,16.83,1.04,0.0,352.343391,21.72,5.4079
Plaza Wires,Electrical Equip.,Small Cap,428.55,56.95,3.45,0.0,28.4232838,1.72,0.0
Standard Capital Markets,Consumer Finance,Small Cap,423.36,41.14,2.73,0.0,1.0554924,0.07,4.473
Akme Star Housing Finance,,Small Cap,470.34,53.43,4.2,0.08,14.4943507,1.14,7.2813
Tierra Agrotech,Food Products,Small Cap,479.28,0.0,4.47,0.0,19.1717359,-3.82,-23.4522
SIL Investments,Capital Markets,Small Cap,482.78,12.15,0.25,0.55,1848.6320755,37.49,1.4993
Career Point,Consumer Services,Small Cap,494.48,18.68,0.98,0.37,277.8388577,14.55,4.397
Kaya,Consumer Services,Small Cap,471.94,0.0,0.0,0.0,-94.9114707,-66.12,77.3367
Vikram Thermo India,Pharmaceuticals,Small Cap,468.33,19.22,4.59,0.0,32.5653544,7.77,20.7785
Diamines & Chemicals,Chemicals,Small Cap,488.51,21.43,3.42,0.6,146.2035787,23.31,20.2321
Bharat Parenterals,Pharmaceuticals,Small Cap,555.9,19.3,2.7,0.08,356.8598877,49.89,13.366
Nandan Denim,Textiles,Small Cap,489.81,23.43,0.89,0.0,38.197564,1.45,-0.0806
Bharat Agri Fert & Realty,Chemicals,Small Cap,477.12,0.0,9.31,0.0,9.6975129,-1.56,-15.6521
OK Play India,Machinery,Small Cap,487.11,0.0,6.03,0.0,30.5277316,-0.07,3.5866
Emami Realty,,Small Cap,412.69,0.0,8.02,0.0,13.6002877,-17.93,-119.8757
Bhartiya International,Apparel & Luxury,Small Cap,405.66,7.58,1.04,0.0,319.8263299,43.86,14.7886
ADC India Communications,Tech Hardware,Small Cap,468.1,36.27,8.14,0.39,125.0232609,28.06,17.9902
Sintex Industries,Textiles,,,,,,,,
Kothari Products,Trading Companies,Small Cap,454.97,25.24,0.47,0.0,321.045503,6.04,1.4915
Natural Capsules Ltd. - Partly Paid up Equity Shares (Rights Entitlements (REs),Pharmaceuticals,,,,,,,,
Ruchira Papers,Paper & Wood Prods,Small Cap,391.57,6.7,0.95,3.81,138.0654019,19.57,16.6111
DIC India,Chemicals,Small Cap,431.55,0.0,1.03,0.43,456.1626824,-13.53,0.7257
Fredun Pharmaceuticals,Pharmaceuticals,Small Cap,448.04,31.0,4.03,0.07,241.1527361,31.31,12.2875
Om Infra,Construction,Small Cap,1367.94,26.4,1.92,0.35,74.1276075,5.38,7.6131
Shriram Asset Management Co,Capital Markets,Small Cap,348.85,0.0,2.49,0.0,107.4821299,-4.15,-5.6766
Vishal Fabrics,Textiles,Small Cap,467.94,18.5,1.18,0.0,20.1305245,1.28,7.4077
Kwality Pharmaceuticals,Pharmaceuticals,Small Cap,520.57,43.47,2.46,0.0,203.5966334,11.54,13.0829
International Combustion (India),Machinery,Small Cap,452.15,22.91,4.07,0.16,465.3748954,82.56,15.8372
Sakthi Sugars,Food Products,Small Cap,440.93,1.82,8.14,0.0,4.5556731,20.38,-50.8413
Integrated Industries,Tech Hardware,Small Cap,457.0,0.0,6.71,0.0,82.9770327,-2.91,-4.5726
MSP Steel & Power,Metals & Mining,Small Cap,1165.49,54.98,2.06,0.0,14.6994979,0.55,3.3264
Wonder Electricals,Tech Hardware,Small Cap,456.3,50.22,7.57,0.0,44.9583607,6.78,11.8421
Shemaroo Entertainment,Entertainment,Small Cap,446.61,0.0,0.75,0.0,219.4109622,-7.92,1.5579
Sahyadri Industries,Building Materials,Small Cap,447.87,16.71,1.27,0.98,322.1328668,24.48,8.0427
Sanmit Infra,"Oil, Gas & Fuels",Small Cap,390.28,54.89,11.91,0.01,2.0743351,0.45,14.5472
Menon Pistons,Auto Components,Small Cap,532.19,21.56,4.18,0.96,24.9770784,4.84,21.2282
Universus Photo Imagings,Chemicals,Small Cap,442.35,0.0,0.46,2.48,883.9240042,-171.53,-15.124
NBI Industrial Finance Company,Capital Markets,Small Cap,432.45,61.83,0.19,0.0,9506.6773811,28.47,0.2865
Shri Keshav Cements & Infra,Building Materials,Small Cap,472.95,0.0,5.66,0.0,52.0987305,-12.09,-28.7481
Zenotech Laboratories,Biotechnology,Small Cap,446.68,39.56,5.16,0.0,14.1848865,1.85,10.7755
South West Pinnacle Exploration,Metals & Mining,Small Cap,442.95,48.11,3.86,0.31,41.0822008,3.3,5.4606
Coastal Corporation,Food Products,Small Cap,390.18,262.57,1.48,0.45,196.4376243,1.11,-0.3979
Take Solutions,Health Care,Small Cap,444.54,0.0,4.36,0.0,6.898982,-4.39,-18.3427
Sadbhav Engineering,Construction,Small Cap,465.47,0.0,3.7,0.0,7.3364104,-22.86,-125.1345
Sigma Solve,IT Services,Small Cap,439.67,26.91,10.4,0.12,41.1314036,15.9,33.5577
A-1 Acid,Trading Companies,Small Cap,414.06,290.36,8.84,0.42,40.7129565,1.24,2.9987
Lotus Chocolate Company,Food Products,Small Cap,458.84,0.0,12.87,0.0,27.7640187,-5.63,-20.7844
Baroda Rayon Corporation,,Small Cap,425.69,8.1,1.35,0.0,137.9065986,22.94,88.7448
Alliance Integrated Metaliks,Metals & Mining,Small Cap,444.99,2.96,0.0,0.0,-12.8629322,12.93,73.4653
